ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13202225,JG414243,09/06/2023 09:25:00 PM,057XX N WINTHROP AVE,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,2022,020,48,77,08A,1167828,1938278,2023,09/14/2023 03:43:09 PM,41.986181172,-87.658097002,"(41.986181172, -87.658097002)"
13201834,JG413917,09/06/2023 04:20:00 PM,013XX N HOYNE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,false,false,1424,014,1,24,15,1162150,1909199,2023,09/14/2023 03:43:09 PM,41.906507737,-87.679795958,"(41.906507737, -87.679795958)"
13202855,JG414591,09/06/2023 03:15:00 PM,019XX S ARCHER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SCHOOL - PUBLIC GROUNDS,false,true,0131,001,3,33,08B,1176341,1890924,2023,09/14/2023 03:43:09 PM,41.856051578,-87.628218813,"(41.856051578, -87.628218813)"
13202138,JG414167,09/06/2023 08:00:00 PM,035XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1732,017,35,21,06,1152045,1921047,2023,09/14/2023 03:43:09 PM,41.939224931,-87.716602756,"(41.939224931, -87.716602756)"
13202242,JG413033,09/06/2023 04:02:00 AM,022XX N TRIPP AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,APARTMENT,true,true,2522,025,35,20,20,1147683,1914546,2023,10/18/2023 03:41:27 PM,41.921470593,-87.732801776,"(41.921470593, -87.732801776)"
13203048,JG414176,09/06/2023 07:30:00 AM,033XX W ALTGELD ST,0810,THEFT,OVER $500,STREET,false,false,1413,014,35,22,06,1153563,1916420,2023,09/14/2023 03:43:09 PM,41.926497977,-87.711147073,"(41.926497977, -87.711147073)"
13207457,JG419448,09/06/2023 02:20:00 PM,032XX N OCONTO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1631,016,29,17,11,1127183,1920736,2023,09/14/2023 03:43:09 PM,41.938825971,-87.807986017,"(41.938825971, -87.807986017)"
13202295,JG414305,09/06/2023 10:25:00 PM,057XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0813,008,13,56,14,1145661,1866093,2023,09/14/2023 03:43:09 PM,41.788547837,-87.741458362,"(41.788547837, -87.741458362)"
13203232,JG415468,09/06/2023 01:00:00 AM,017XX N LUNA AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2532,025,37,25,06,1139132,1910993,2023,09/14/2023 03:43:09 PM,41.911880784,-87.764307348,"(41.911880784, -87.764307348)"
13202939,JG414564,09/06/2023 06:00:00 PM,048XX S DORCHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0222,002,4,39,14,1186381,1873144,2023,09/14/2023 03:43:09 PM,41.807030055,-87.591930811,"(41.807030055, -87.591930811)"
13203527,JG415578,09/06/2023 09:30:00 PM,043XX N TROY ST,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",APARTMENT,false,false,1724,017,33,16,07,1154605,1928647,2023,09/14/2023 03:43:09 PM,41.960028926,-87.706989887,"(41.960028926, -87.706989887)"
13208574,JG413480,09/06/2023 08:00:00 AM,108XX S AVENUE H,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,SCHOOL - PUBLIC BUILDING,false,true,0432,004,10,52,08B,1202852,1833756,2023,09/14/2023 03:43:09 PM,41.698541312,-87.532865844,"(41.698541312, -87.532865844)"
13202108,JG413998,09/06/2023 06:05:00 PM,002XX E CHICAGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,false,false,1833,018,2,8,14,1178058,1905778,2023,09/14/2023 03:43:09 PM,41.896772914,-87.621464432,"(41.896772914, -87.621464432)"
13202318,JG414200,09/06/2023 08:30:00 PM,073XX S MAY ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,false,false,0733,007,17,68,04A,1169923,1856132,2023,09/14/2023 03:43:09 PM,41.760720857,-87.652787167,"(41.760720857, -87.652787167)"
13204315,JG416732,09/07/2023 12:00:00 AM,126XX S TORRENCE AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0433,004,10,55,06,1195862,1821766,2023,09/14/2023 03:43:09 PM,41.665814864,-87.558853882,"(41.665814864, -87.558853882)"
13202354,JG414329,09/06/2023 11:50:00 PM,031XX W LEXINGTON ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,false,true,1134,011,24,27,04B,1155568,1896532,2023,09/14/2023 03:43:09 PM,41.87188334,-87.704315401,"(41.87188334, -87.704315401)"
13202875,JG414013,09/06/2023 05:47:00 PM,0000X S DEARBORN ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,ATM (AUTOMATIC TELLER MACHINE),false,false,0112,001,34,32,11,1175945,1900240,2023,09/14/2023 03:43:09 PM,41.881624191,-87.629391908,"(41.881624191, -87.629391908)"
13202376,JG413623,09/06/2023 01:50:00 PM,008XX N LA SALLE DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1832,018,2,8,07,1174994,1905840,2023,09/14/2023 03:43:09 PM,41.897012256,-87.632716018,"(41.897012256, -87.632716018)"
13208009,JG421109,09/01/2023 01:00:00 PM,027XX S INDIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0133,001,4,35,11,1178045,1886507,2023,09/14/2023 03:41:59 PM,41.843892459,-87.622098627,"(41.843892459, -87.622098627)"
13201728,JG413482,09/06/2023 11:40:00 AM,057XX S CICERO AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,true,false,0813,008,13,56,15,1145654,1866253,2023,09/14/2023 03:43:09 PM,41.788987036,-87.74147999,"(41.788987036, -87.74147999)"
13201224,JG413024,09/06/2023 03:50:00 AM,047XX W IRVING PARK RD,1330,CRIMINAL TRESPASS,TO LAND,CONSTRUCTION SITE,false,false,1722,017,45,15,26,1143937,1926169,2023,09/14/2023 03:43:09 PM,41.953436358,-87.746273229,"(41.953436358, -87.746273229)"
13201675,JG413495,09/06/2023 11:58:00 AM,076XX S EAST END AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,0414,004,8,43,06,1188859,1854758,2023,09/14/2023 03:43:09 PM,41.756518432,-87.583430519,"(41.756518432, -87.583430519)"
13201974,JG413907,09/06/2023 04:15:00 PM,021XX N CALIFORNIA AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY / VEHICLE PARKING LOT,false,true,1414,014,1,22,20,1157345,1914452,2023,09/14/2023 03:43:09 PM,41.921021491,-87.69730355,"(41.921021491, -87.69730355)"
13208289,JG421455,07/17/2023 01:00:00 PM,029XX W 71ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0831,008,18,66,11,1158093,1857414,2023,09/14/2023 03:41:59 PM,41.764487502,-87.696110119,"(41.764487502, -87.696110119)"
13201707,JG413732,09/06/2023 02:45:00 PM,094XX S WESTERN AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,COMMERCIAL / BUSINESS OFFICE,false,false,2221,022,19,72,11,1162034,1841932,2023,09/14/2023 03:43:09 PM,41.72192149,-87.682094682,"(41.72192149, -87.682094682)"
13202022,JG414099,09/06/2023 06:50:00 PM,025XX W 51ST ST,2820,OTHER OFFENSE,TELEPHONE THREAT,SIDEWALK,false,true,0923,009,15,63,08A,1160392,1870774,2023,09/14/2023 03:43:09 PM,41.801102138,-87.687315724,"(41.801102138, -87.687315724)"
13201379,JG413144,09/06/2023 07:00:00 AM,040XX N ELSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1723,017,45,16,08B,1150910,1926680,2023,09/14/2023 03:43:09 PM,41.954704646,-87.720626224,"(41.954704646, -87.720626224)"
13201265,JG413064,09/06/2023 06:08:00 AM,096XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2223,022,21,73,08B,1172677,1840886,2023,09/25/2023 03:41:39 PM,41.718823567,-87.643141787,"(41.718823567, -87.643141787)"
13201218,JG412982,09/06/2023 01:45:00 AM,036XX N WESTERN AVE,0330,ROBBERY,AGGRAVATED,RESTAURANT,true,false,1921,019,47,5,03,1159732,1924004,2023,12/21/2023 03:40:18 PM,41.947183891,-87.688269091,"(41.947183891, -87.688269091)"
13203353,JG415538,09/06/2023 02:04:00 PM,039XX N BERNARD ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,false,true,1732,017,35,16,26,1152695,1925975,2023,09/14/2023 03:43:09 PM,41.95273487,-87.714082963,"(41.95273487, -87.714082963)"
13201768,JG413831,09/06/2023 01:00:00 PM,014XX W SHERWIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,2423,024,49,1,14,1165311,1948754,2023,09/14/2023 03:43:09 PM,42.014981628,-87.667054591,"(42.014981628, -87.667054591)"
13202102,JG414094,09/06/2023 06:55:00 PM,015XX W DEVON AVE,0560,ASSAULT,SIMPLE,GAS STATION,false,false,2432,024,49,1,08A,1165030,1942601,2023,09/14/2023 03:43:09 PM,41.998103671,-87.668264445,"(41.998103671, -87.668264445)"
13201158,JG412928,09/06/2023 12:02:00 AM,132XX S ELLIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0533,005,10,54,08B,1185526,1817951,2023,09/14/2023 03:43:09 PM,41.655594621,-87.596798862,"(41.655594621, -87.596798862)"
13202480,JG413174,09/06/2023 08:48:00 AM,050XX S LAKE SHORE DR W,0820,THEFT,$500 AND UNDER,STREET,false,false,0222,002,5,39,06,1188637,1871936,2023,09/14/2023 03:43:09 PM,41.803661521,-87.583695281,"(41.803661521, -87.583695281)"
13201677,JG413600,09/06/2023 12:24:00 PM,025XX W TOUHY AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,2411,024,50,2,11,1158075,1947687,2023,09/14/2023 03:43:09 PM,42.012205212,-87.693709742,"(42.012205212, -87.693709742)"
13202249,JG414232,09/06/2023 08:20:00 PM,013XX W 76TH ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,false,true,0612,006,17,71,04A,1168613,1854368,2023,09/14/2023 03:43:09 PM,41.755908546,-87.65763916,"(41.755908546, -87.65763916)"
13203854,JG416014,09/06/2023 10:00:00 AM,100XX W OHARE ST,0820,THEFT,$500 AND UNDER,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,false,false,1651,016,41,76,06,1100658,1934241,2023,09/14/2023 03:43:09 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
13203505,JG414425,09/06/2023 07:00:00 PM,061XX S TROY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0823,008,15,66,14,1156436,1863832,2023,09/14/2023 03:43:09 PM,41.782132982,-87.702010828,"(41.782132982, -87.702010828)"
13207889,JG420911,09/04/2023 05:00:00 AM,017XX W 18TH PL,0820,THEFT,$500 AND UNDER,STREET,false,false,1234,012,25,31,06,1164989,1891117,2023,09/14/2023 03:41:59 PM,41.856829444,-87.669880705,"(41.856829444, -87.669880705)"
13203258,JG415488,09/07/2023 12:00:00 AM,0000X E 21ST ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,0131,001,3,33,26,1177315,1890284,2023,09/14/2023 03:43:09 PM,41.854273371,-87.624663171,"(41.854273371, -87.624663171)"
13201761,JG413474,09/06/2023 12:16:00 PM,039XX W ROOSEVELT RD,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,true,false,1132,011,24,29,18,1150143,1894416,2023,09/14/2023 03:43:09 PM,41.866184155,-87.72428806,"(41.866184155, -87.72428806)"
13202350,JG414341,09/06/2023 12:08:00 AM,009XX N HARDING AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,false,true,1112,011,37,23,04A,1149884,1905981,2023,09/14/2023 03:43:09 PM,41.897924825,-87.724937898,"(41.897924825, -87.724937898)"
13201790,JG413743,09/06/2023 09:00:00 AM,056XX W ADDISON ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,1633,016,30,15,02,1138069,1923370,2023,09/14/2023 03:43:09 PM,41.945863902,-87.767912706,"(41.945863902, -87.767912706)"
13202299,JG414354,09/06/2023 08:00:00 AM,040XX N ELSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1723,017,45,16,08B,1150910,1926680,2023,09/14/2023 03:43:09 PM,41.954704646,-87.720626224,"(41.954704646, -87.720626224)"
13201181,JG412973,09/06/2023 12:55:00 AM,002XX S WABASH AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,true,false,0113,001,34,32,04B,1176847,1899313,2023,09/14/2023 03:43:09 PM,41.879060101,-87.626107881,"(41.879060101, -87.626107881)"
13201264,JG413037,09/06/2023 04:32:00 AM,014XX W FRY ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,false,false,1213,012,27,24,07,1166439,1905779,2023,09/14/2023 03:43:09 PM,41.897032275,-87.664138817,"(41.897032275, -87.664138817)"
13208167,JG421223,09/03/2023 07:00:00 AM,017XX N NORTH PARK AVE,0810,THEFT,OVER $500,STREET,false,false,1814,018,43,7,06,1173845,1911996,2023,09/14/2023 03:41:59 PM,41.913930301,-87.636752477,"(41.913930301, -87.636752477)"
13202049,JG413586,09/06/2023 06:00:00 AM,020XX W WARREN BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,false,false,1223,012,27,28,14,1162830,1900353,2023,09/14/2023 03:43:09 PM,41.882219372,-87.677546419,"(41.882219372, -87.677546419)"
13208476,JG421464,08/08/2023 12:00:00 PM,009XX E 48TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,APARTMENT,false,false,0222,002,4,39,11,1183541,1873387,2023,09/14/2023 03:41:59 PM,41.807763621,-87.602339331,"(41.807763621, -87.602339331)"
13208013,JG419972,08/28/2023 12:00:00 PM,0000X S HOYNE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,1223,012,27,28,26,1162416,1899845,2023,09/14/2023 03:41:59 PM,41.880834047,-87.679080847,"(41.880834047, -87.679080847)"
13203396,JG415429,09/06/2023 01:00:00 PM,034XX W DIVERSEY AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1412,014,35,22,06,1153078,1918408,2023,09/14/2023 03:43:09 PM,41.931962854,-87.712876373,"(41.931962854, -87.712876373)"
13203422,JG415340,09/06/2023 03:00:00 PM,013XX S FEDERAL ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0131,001,3,33,05,1175988,1894195,2023,09/14/2023 03:43:09 PM,41.865035371,-87.62941605,"(41.865035371, -87.62941605)"
13202079,JG413871,09/06/2023 01:00:00 AM,031XX N SPAULDING AVE,0810,THEFT,OVER $500,STREET,false,false,1412,014,35,21,06,1153838,1920688,2023,09/14/2023 03:43:09 PM,41.938204223,-87.710022552,"(41.938204223, -87.710022552)"
13201360,JG413078,09/06/2023 04:45:00 AM,008XX W 122ND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,true,false,0524,005,21,53,07,1172760,1823945,2023,09/14/2023 03:43:09 PM,41.672333016,-87.643334855,"(41.672333016, -87.643334855)"
13201589,JG413494,09/06/2023 12:30:00 PM,052XX S RACINE AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),PARK PROPERTY,true,false,0934,009,20,61,18,1169213,1870056,2023,09/14/2023 03:43:09 PM,41.798945386,-87.654986779,"(41.798945386, -87.654986779)"
13201828,JG413828,09/06/2023 03:30:00 PM,049XX W BELLE PLAINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1624,016,45,15,07,1142453,1926798,2023,09/14/2023 03:43:09 PM,41.955190155,-87.751712919,"(41.955190155, -87.751712919)"
13203083,JG415307,09/06/2023 03:30:00 AM,034XX N SEMINARY AVE,0810,THEFT,OVER $500,STREET,false,false,1924,019,44,6,06,1168332,1923183,2023,09/14/2023 03:43:09 PM,41.944749075,-87.656681766,"(41.944749075, -87.656681766)"
13201959,JG413938,09/06/2023 02:00:00 AM,056XX N JERSEY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1711,017,39,13,07,1154015,1937153,2023,09/14/2023 03:43:09 PM,41.983381702,-87.708931089,"(41.983381702, -87.708931089)"
13201206,JG413004,09/06/2023 03:05:00 AM,081XX S ALBANY AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,false,false,0835,008,18,70,07,1157129,1850471,2023,09/14/2023 03:43:09 PM,41.745454358,-87.699830848,"(41.745454358, -87.699830848)"
13202319,JG414308,09/06/2023 11:26:00 PM,025XX W NORTH AVE,031A,ROBBERY,ARMED - HANDGUN,TAVERN / LIQUOR STORE,false,false,1423,014,1,24,03,1159369,1910557,2023,09/14/2023 03:43:09 PM,41.910291883,-87.689974258,"(41.910291883, -87.689974258)"
13206042,JG418679,09/06/2023 07:20:00 AM,011XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,SCHOOL - PUBLIC BUILDING,false,false,1212,012,1,24,06,1160197,1907701,2023,09/14/2023 03:43:09 PM,41.902437713,-87.687011559,"(41.902437713, -87.687011559)"
13201417,JG413092,09/06/2023 06:20:00 AM,077XX S JEFFERY BLVD,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,0414,004,8,43,03,1190877,1854145,2023,09/14/2023 03:43:09 PM,41.754787799,-87.576054836,"(41.754787799, -87.576054836)"
13201147,JG412991,09/06/2023 01:17:00 AM,001XX W 9TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,0123,001,34,32,15,1175112,1896259,2023,09/14/2023 03:43:09 PM,41.870718789,-87.632569976,"(41.870718789, -87.632569976)"
13202481,JG414494,09/06/2023 06:30:00 PM,016XX N LAKE SHORE DR,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,false,false,1814,018,43,7,06,1176670,1911085,2023,09/14/2023 03:43:09 PM,41.911367051,-87.626401638,"(41.911367051, -87.626401638)"
13202263,JG414291,09/06/2023 11:12:00 PM,001XX W 112TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0522,005,9,49,08B,1177315,1830687,2023,09/14/2023 03:43:09 PM,41.69073279,-87.626461055,"(41.69073279, -87.626461055)"
13201314,JG413134,09/06/2023 08:03:00 AM,046XX N SPAULDING AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,1713,017,33,14,26,1153540,1930822,2023,09/14/2023 03:43:09 PM,41.966018559,-87.710847252,"(41.966018559, -87.710847252)"
13203342,JG414775,09/06/2023 01:00:00 AM,007XX W BUENA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,false,false,1915,019,46,3,14,1170637,1928215,2023,09/14/2023 03:43:09 PM,41.958506815,-87.648061706,"(41.958506815, -87.648061706)"
13202140,JG414209,09/06/2023 12:05:00 PM,051XX S LEAMINGTON AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0814,008,23,56,06,1142895,1870156,2023,09/14/2023 03:43:09 PM,41.799749186,-87.751499618,"(41.799749186, -87.751499618)"
13204188,JG415084,09/06/2023 04:15:00 PM,103XX S WENTWORTH AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0512,005,21,49,08A,1176774,1836565,2023,09/14/2023 03:43:09 PM,41.706875037,-87.628265515,"(41.706875037, -87.628265515)"
13201667,JG413551,09/06/2023 01:20:00 PM,028XX E 130TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,false,true,0433,004,10,55,04A,1196894,1819361,2023,09/14/2023 03:43:09 PM,41.659189752,-87.555156663,"(41.659189752, -87.555156663)"
13202791,JG414799,09/06/2023 03:57:00 PM,054XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0934,009,16,61,08B,1170566,1868906,2023,09/14/2023 03:43:09 PM,41.795760253,-87.65005855,"(41.795760253, -87.65005855)"
13201285,JG413053,09/06/2023 04:00:00 AM,074XX S SOUTH SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0334,003,7,43,08B,1195764,1856629,2023,09/14/2023 03:43:09 PM,41.761484638,-87.55806373,"(41.761484638, -87.55806373)"
13202557,JG414656,09/06/2023 09:00:00 PM,108XX S BENSLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0434,004,10,51,14,1194575,1833737,2023,09/14/2023 03:43:09 PM,41.698696274,-87.563172144,"(41.698696274, -87.563172144)"
13202186,JG414239,09/06/2023 09:12:00 PM,076XX S DAMEN AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,true,false,0611,006,17,71,26,1164348,1854091,2023,09/14/2023 03:43:09 PM,41.755239277,-87.673277249,"(41.755239277, -87.673277249)"
13202028,JG414040,09/06/2023 05:51:00 PM,053XX W LAKE ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,STREET,true,false,1523,015,37,25,03,1140865,1902057,2023,10/15/2023 03:41:21 PM,41.88732762,-87.758160825,"(41.88732762, -87.758160825)"
13201906,JG414009,09/06/2023 06:25:00 PM,005XX N STATE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1834,018,42,8,15,1176280,1903770,2023,09/14/2023 03:43:09 PM,41.891303157,-87.628055281,"(41.891303157, -87.628055281)"
13202211,JG414195,09/06/2023 04:00:00 PM,067XX N SEELEY AVE,0890,THEFT,FROM BUILDING,RESIDENCE - YARD (FRONT / BACK),false,false,2412,024,40,2,06,1161411,1944567,2023,09/14/2023 03:43:09 PM,42.003574794,-87.681522434,"(42.003574794, -87.681522434)"
13203032,JG415164,09/06/2023 03:30:00 PM,030XX N BROADWAY,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,false,false,1934,019,44,6,06,1171721,1920469,2023,09/14/2023 03:43:09 PM,41.937227668,-87.644305471,"(41.937227668, -87.644305471)"
13201481,JG413298,09/06/2023 02:00:00 AM,070XX S UNION AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,0732,007,6,68,06,1172852,1858258,2023,09/14/2023 03:43:09 PM,41.766490771,-87.641989643,"(41.766490771, -87.641989643)"
13201702,JG413664,09/06/2023 01:40:00 PM,003XX W 47TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0925,009,20,37,06,1174994,1873796,2023,09/14/2023 03:43:09 PM,41.809081165,-87.633674979,"(41.809081165, -87.633674979)"
13203875,JG414990,09/06/2023 12:23:00 PM,073XX N WASHTENAW AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC BUILDING,false,false,2411,024,50,2,08B,1157092,1948758,2023,09/14/2023 03:43:09 PM,42.015164168,-87.697297389,"(42.015164168, -87.697297389)"
13201784,JG413792,09/06/2023 03:22:00 PM,004XX E 69TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,false,false,0322,003,6,69,04B,1180275,1859361,2023,09/14/2023 03:43:09 PM,41.769350572,-87.614747976,"(41.769350572, -87.614747976)"
13202304,JG414296,09/06/2023 07:00:00 PM,015XX N FREMONT ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1822,018,2,8,06,1169965,1910237,2023,09/14/2023 03:43:09 PM,41.909189095,-87.651058196,"(41.909189095, -87.651058196)"
13201749,JG413735,09/06/2023 02:00:00 PM,028XX N PINE GROVE AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1934,019,44,6,06,1172533,1919093,2023,09/14/2023 03:43:09 PM,41.933433923,-87.641362086,"(41.933433923, -87.641362086)"
13208058,JG421176,09/05/2023 01:00:00 PM,022XX S PULASKI RD,0870,THEFT,POCKET-PICKING,OTHER (SPECIFY),false,false,1013,010,22,29,06,1150054,1889039,2023,09/14/2023 03:41:59 PM,41.851430749,-87.724754706,"(41.851430749, -87.724754706)"
13201575,JG413467,09/06/2023 12:06:00 PM,019XX N WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1421,014,1,22,08B,1158057,1912939,2023,09/14/2023 03:43:09 PM,41.916855183,-87.694728891,"(41.916855183, -87.694728891)"
13201873,JG413740,09/06/2023 09:00:00 AM,041XX W ADDISON ST,0820,THEFT,$500 AND UNDER,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,false,false,1731,017,30,16,06,1147926,1923602,2023,09/14/2023 03:43:09 PM,41.946316385,-87.731675415,"(41.946316385, -87.731675415)"
13202334,JG414371,09/06/2023 09:00:00 PM,070XX S CLAREMONT AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,true,true,0832,008,17,66,04A,1161948,1858017,2023,09/14/2023 03:43:09 PM,41.766062984,-87.681963712,"(41.766062984, -87.681963712)"
13201463,JG413242,09/06/2023 08:30:00 AM,061XX N SHERIDAN RD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,2433,024,48,77,08A,1168514,1940972,2023,09/14/2023 03:43:09 PM,41.993558695,-87.655495503,"(41.993558695, -87.655495503)"
